F9,7,ILG,DEN,12:53:00,17:17:00
US,32,DCA,MIA,17:07:00,20:06:00
UA,54,IAD,TUL,20:00:00,22:59:00
US,33,PHL,MDT,22:55:00,23:39:00
UA,55,EWR,MKE,18:28:00,20:59:00
WN,55,MCI,MSY,22:33:00,01:01:00
VX,6,MCI,ATL,13:02:00,15:28:00
AA,42,PHX,SBP,19:45:00,21:38:00
UA,56,IAD,MCO,22:19:00,00:51:00
B6,12,SJC,JFK,17:59:00,00:54:00
UA,57,BTV,ORD,16:28:00,19:05:00
US,34,DCA,PVD,21:32:00,23:01:00
UA,58,BHM,IAH,15:24:00,17:25:00
WN,56,PHX,LIT,15:38:00,18:53:00
AA,43,SEA,SMF,11:12:00,13:24:00
DL,64,MSP,PIA,13:33:00,14:58:00
WN,57,SMF,LAS,22:29:00,00:02:00
WN,58,MDW,MEM,17:21:00,19:11:00
UA,59,MCI,IAD,20:01:00,22:48:00
UA,60,ELP,IAH,12:07:00,14:27:00
UA,61,DEN,DSM,11:22:00,13:28:00
AA,44,CLT,LAS,07:17:00,12:21:00
ZK,1,DEN,LBF,10:58:00,12:04:00
AA,45,DCA,TPA,21:20:00,00:02:00
AA,46,GGG,DFW,16:26:00,17:18:00
WN,59,DAL,HOU,13:50:00,15:00:00
US,35,CLT,EWR,22:53:00,00:48:00
US,36,CLE,ORD,19:45:00,21:08:00
WN,60,AUS,ELP,15:30:00,17:30:00
US,37,BGR,DCA,07:06:00,09:14:00
B6,13,HPN,TPA,14:33:00,17:38:00
DL,65,ECP,ATL,09:34:00,10:43:00
WN,61,PVD,LAS,17:12:00,23:25:00
G4,12,LAS,FAT,17:06:00,18:18:00
WN,62,SAN,RNO,12:21:00,14:10:00
G4,13,RFD,PGD,15:41:00,19:00:00
AS,18,ABQ,LAX,16:19:00,18:39:00
G4,14,PSM,SFB,18:14:00,21:31:00
UA,62,BUF,EWR,07:08:00,08:25:00
WN,63,MCO,MSY,16:35:00,18:33:00
B6,14,BOS,PBI,09:48:00,13:08:00
WN,64,PHX,BNA,07:22:00,11:25:00
US,38,BDL,PHL,16:55:00,17:57:00
DL,66,GRB,ATL,10:21:00,12:59:00
WN,65,TUL,DAL,10:13:00,11:21:00
DL,67,AUS,SLC,20:14:00,23:23:00
UA,63,MSY,IAD,07:49:00,10:42:00
DL,68,ATL,FSD,10:39:00,13:24:00
DL,69,DTW,GRB,19:51:00,21:07:00
VX,7,MCI,ATL,15:45:00,18:11:00
DL,70,SLC,SAT,16:13:00,19:17:00
AA,47,MDT,BOS,14:31:00,15:55:00
DL,71,CVG,MEM,13:41:00,15:18:00
AA,48,DFW,EWR,18:37:00,22:21:00
WN,66,MDW,MHT,14:12:00,17:00:00
AA,49,LGA,DAY,10:13:00,12:12:00
WN,67,LAS,MSY,06:37:00,10:39:00
UA,64,FLL,TPA,08:34:00,09:36:00
WN,68,SLC,TUS,21:42:00,23:51:00
US,39,ERI,PHL,11:12:00,12:31:00
AA,50,BUF,PHL,06:43:00,07:58:00
AA,51,DFW,OKC,07:01:00,08:00:00
WN,69,SNA,SMF,15:37:00,17:14:00
WN,70,BHM,MCO,08:19:00,10:10:00
WN,71,ABQ,MDW,21:05:00,00:13:00
US,40,SPS,DFW,15:56:00,16:44:00
UA,65,ATL,IAH,13:43:00,16:04:00
DL,72,MSP,BDL,19:10:00,22:15:00
AA,52,BUR,SEA,16:44:00,19:26:00
UA,66,ORD,MBS,20:36:00,21:43:00
UA,67,CLE,TPA,07:06:00,09:55:00
NK,8,MSP,DFW,13:24:00,16:12:00
US,41,ORD,FWA,08:01:00,08:57:00
UA,68,SAV,IAD,17:48:00,19:43:00
UA,69,SFO,IAH,06:32:00,11:10:00
G4,15,LAS,BZN,06:12:00,08:37:00
US,42,CLT,PBI,10:28:00,12:33:00
US,43,BDL,ORD,15:41:00,18:18:00
G4,16,LAS,RFD,08:08:00,12:15:00
US,44,CLE,MIA,09:52:00,13:03:00
US,45,XNA,CLT,18:31:00,21:04:00
G4,17,SFB,LAN,22:55:00,01:53:00
DL,73,ATL,ECP,14:46:00,15:57:00
DL,74,MSP,BIS,13:15:00,14:47:00
DL,75,MSP,RST,15:10:00,15:52:00
UA,70,ORD,CAE,18:44:00,21:00:00
NK,9,MYR,DFW,11:30:00,14:33:00
AA,53,PHX,FAT,14:44:00,16:38:00
AA,54,JAN,CLT,14:27:00,16:27:00
WN,72,DEN,OKC,17:28:00,19:17:00
US,46,ORD,SGF,21:00:00,22:40:00
UA,71,SFO,ONT,22:02:00,23:30:00
AA,55,DCA,PBI,12:39:00,15:26:00
WN,73,DAL,SEA,08:10:00,12:46:00
DL,76,ATL,BQK,18:18:00,19:27:00
UA,72,SDF,DEN,14:10:00,17:09:00
DL,77,MHT,LGA,06:33:00,07:34:00
AA,56,DCA,MSP,06:07:00,08:54:00
AA,57,SAN,ORD,15:18:00,19:54:00
WN,74,CAK,BOS,09:36:00,11:39:00
WN,75,SLC,MHT,21:16:00,02:56:00
WN,76,SAN,RNO,21:19:00,23:07:00
DL,78,LAX,SAN,10:08:00,10:55:00
AA,58,CHA,DCA,16:01:00,17:56:00
US,47,RDU,MIA,19:19:00,21:44:00
AA,59,PHL,MSY,21:10:00,00:14:00
US,48,PHL,RDU,11:20:00,12:46:00
DL,79,MSP,SFO,06:58:00,11:21:00
WN,77,ONT,SJC,09:02:00,10:25:00
VX,8,LAX,BOS,18:31:00,01:31:00
WN,78,SAN,RNO,07:29:00,09:22:00
US,49,BPT,DFW,06:59:00,08:13:00
DL,80,DTW,CHS,09:22:00,11:44:00
WN,79,LAS,TUL,09:08:00,12:20:00
US,50,DCA,JFK,16:45:00,17:51:00
US,51,ORD,FNT,21:16:00,22:23:00
WN,80,BWI,RSW,15:50:00,18:33:00
WN,81,DEN,IAD,15:25:00,19:31:00
DL,81,JAX,CVG,15:40:00,17:54:00
DL,82,BOS,JFK,22:15:00,23:14:00
UA,73,MOB,IAH,15:40:00,17:19:00
DL,83,RSW,CMH,13:47:00,16:36:00
AS,19,SEA,FLL,22:36:00,05:55:00
DL,84,ATL,SAV,12:45:00,13:51:00
UA,74,EWR,BUF,12:21:00,13:37:00
UA,75,BFL,IAH,20:09:00,00:13:00
AA,60,TYS,DCA,08:00:00,09:43:00
DL,85,CVG,MCO,14:29:00,17:06:00
US,52,ROC,DCA,18:32:00,19:52:00
UA,76,IAH,AMA,06:13:00,08:10:00
DL,86,MSP,MSO,21:35:00,00:33:00
US,53,DFW,HOU,14:39:00,15:49:00
UA,77,ORD,OKC,15:13:00,17:41:00
AA,61,CLT,LYH,18:16:00,19:15:00
US,54,MCI,PHX,06:33:00,09:35:00
UA,78,SFO,SBP,11:27:00,12:29:00
G4,18,SFB,GFK,14:34:00,18:59:00
DL,87,MSP,APN,12:49:00,14:39:00
US,55,CLT,AVP,14:22:00,16:19:00
DL,88,DTW,BGM,10:30:00,12:01:00
WN,82,BWI,ABQ,22:30:00,03:02:00
AA,62,DFW,ORF,06:34:00,10:04:00
AA,63,CLT,GNV,06:29:00,08:03:00
UA,79,IAH,GPT,15:33:00,17:05:00
WN,83,LAS,SAT,11:14:00,14:18:00
DL,89,TUS,ATL,20:32:00,00:45:00
US,56,CLT,ROA,14:44:00,15:40:00
WN,84,SEA,MDW,10:42:00,15:21:00
VX,9,MSY,DTW,07:45:00,10:32:00
WN,85,RIC,ATL,15:58:00,17:48:00
DL,90,DTW,AVL,15:03:00,16:48:00
WN,86,SAT,DEN,08:37:00,11:14:00
UA,80,IAD,ORD,18:46:00,20:56:00
AS,20,MRY,SAN,11:57:00,13:31:00
AA,64,DCA,BGR,11:34:00,13:41:00
WN,87,TPA,SEA,06:14:00,13:01:00
DL,91,DTW,EVV,21:19:00,22:50:00
DL,92,ATL,AZO,10:08:00,12:14:00
UA,81,SAV,ORD,20:24:00,23:01:00
WN,88,ATL,HOU,14:34:00,17:00:00
AA,65,PHL,RSW,15:58:00,18:53:00
AS,21,SEA,BLI,19:51:00,20:35:00
F9,8,DEN,PHF,08:03:00,12:18:00
AA,66,PHL,ATL,13:55:00,16:18:00
DL,93,PHX,LAX,22:17:00,23:47:00
US,57,DCA,CHS,12:21:00,14:04:00
UA,82,SOW,PHX,21:36:00,22:27:00
DL,94,MSP,BZN,18:51:00,21:49:00
UA,83,IAD,CAE,19:13:00,20:47:00
DL,95,TPA,RDU,10:00:00,12:05:00
UA,84,GSO,EWR,16:37:00,18:18:00
UA,85,BNA,ORD,16:19:00,17:55:00
G4,19,SFB,CVG,21:08:00,23:42:00
AA,67,ORD,TOL,17:44:00,18:49:00
B6,15,MSY,BOS,15:06:00,18:58:00
WN,89,PDX,OAK,22:24:00,00:21:00
DL,96,DTW,RIC,11:49:00,13:33:00
DL,97,CPR,SLC,11:10:00,12:33:00
DL,98,BHM,LGA,12:31:00,15:27:00
WN,90,SLC,MHT,21:09:00,02:40:00
DL,99,ATL,MCI,15:17:00,17:40:00
AA,68,LAX,PHL,20:49:00,03:09:00
G4,20,PGD,CVG,18:45:00,21:35:00
WN,91,PVD,BWI,12:21:00,13:45:00
DL,100,TPA,CVG,11:58:00,14:36:00
WN,92,MCO,RIC,07:49:00,10:13:00
B6,16,BOS,PBI,19:33:00,22:57:00
AA,69,TYS,LGA,18:14:00,20:30:00
DL,101,ATL,MYR,20:33:00,21:56:00
UA,86,EWR,SDF,18:53:00,21:06:00
WN,93,SDF,BWI,13:43:00,15:33:00
DL,102,DTW,BTV,15:27:00,17:23:00
DL,103,ATL,FWA,14:36:00,16:32:00
WN,94,PVD,BWI,06:21:00,07:46:00
UA,87,IAH,ACY,15:07:00,18:55:00
UA,88,ORD,FAR,12:28:00,14:29:00
AS,22,SEA,JFK,17:46:00,00:04:00
DL,104,SNA,MSP,11:01:00,15:08:00
DL,105,ATL,DAB,08:08:00,09:38:00
DL,106,MSP,IND,14:20:00,16:10:00
F9,9,SEA,DEN,17:39:00,20:42:00
UA,89,IAD,HSV,16:37:00,18:43:00
WN,95,SAT,LAS,09:06:00,12:14:00
WN,96,MCI,MDW,18:04:00,19:42:00
DL,107,DAY,MSP,15:15:00,17:21:00
UA,90,FMN,ALS,14:48:00,15:41:00
US,58,MIA,CVG,18:46:00,21:31:00
UA,91,RSW,IAH,20:21:00,23:15:00
WN,97,ALB,MDW,16:43:00,19:08:00
DL,108,LGA,GRR,18:20:00,20:33:00
G4,21,SFB,TRI,15:31:00,17:28:00
WN,98,ROC,BWI,21:57:00,23:11:00
UA,92,SDF,DEN,09:39:00,12:35:00
UA,93,CHS,EWR,20:11:00,22:27:00
AS,23,MRY,SAN,18:24:00,19:55:00
VX,10,ATL,BHM,19:40:00,20:32:00
AA,70,CLT,CMH,16:26:00,17:51:00
AS,24,MSP,SEA,15:29:00,19:21:00
UA,94,ORD,MSP,14:43:00,16:08:00
ZK,2,VIS,LAX,20:32:00,21:31:00
US,59,DFW,TUS,12:21:00,15:00:00
F9,10,TTN,IND,19:45:00,21:55:00
DL,109,SBN,ATL,16:26:00,18:29:00
AS,25,GTF,HLN,14:59:00,15:40:00
UA,95,SMF,ACV,08:16:00,09:19:00
B6,17,JFK,LGB,22:28:00,05:09:00
WN,99,PIT,BWI,13:57:00,15:02:00
AA,71,ORD,TUS,06:50:00,10:48:00
F9,11,DEN,LGA,19:57:00,00:21:00
UA,96,IAH,DSM,13:12:00,15:57:00
G4,22,SFB,LAN,22:28:00,01:26:00
UA,97,SFO,PIT,10:22:00,16:34:00
G4,23,CHA,SFB,20:24:00,22:14:00
NK,10,LAX,DFW,14:22:00,17:47:00
AA,72,DFW,SNA,19:25:00,22:48:00
DL,110,RAP,MSP,06:52:00,08:41:00
DL,111,MEM,DTW,07:03:00,09:15:00
US,60,DFW,OKC,18:52:00,19:50:00
AA,73,DFW,JFK,14:49:00,18:38:00
UA,98,ORF,EWR,08:07:00,09:24:00
US,61,MCO,PHL,17:02:00,19:53:00
UA,99,MCO,RSW,08:39:00,09:31:00
US,62,CLT,SYR,11:22:00,13:33:00
G4,24,SFB,HTS,21:21:00,23:39:00
UA,100,XNA,EWR,13:50:00,17:11:00
DL,112,MEM,MSP,14:34:00,16:58:00
G4,25,PGD,TYS,15:20:00,17:36:00
AA,74,CLT,EWR,07:42:00,09:39:00
UA,101,CLE,CHS,19:55:00,22:04:00
G4,26,FAR,SFB,11:08:00,15:27:00
US,63,DCA,PHX,18:52:00,00:11:00
G4,27,SHV,LAS,12:07:00,15:44:00
DL,113,PIT,DTW,16:09:00,17:11:00
VX,11,FLL,LAX,09:33:00,15:38:00
VX,12,LAS,JFK,18:33:00,00:30:00
B6,18,CHS,JFK,18:51:00,21:06:00
UA,102,AMA,IAH,11:14:00,13:07:00
DL,114,ATL,AZO,14:26:00,16:31:00
WN,100,LAS,IND,18:58:00,23:23:00
AA,75,CLT,RDU,08:56:00,09:47:00
AA,76,CLE,JFK,13:49:00,15:28:00
WN,101,BUR,SJC,20:52:00,22:10:00
UA,103,GSP,CLE,20:33:00,22:16:00
